tool,operation,pattern,status,file formats,website_url,github_repo,notes,vendor_group,vendor_libs
mpg to cdda,convert,"x to y, convert x to y",onsite-verified,".mpg,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to divx,convert,"x to y, convert x to y",onsite-unverified,".mpg,.divx",,,,,
mpg to f4v,convert,"x to y, convert x to y",onsite-unverified,".mpg,.f4v",,,,,
mpg to flac,convert,"x to y, convert x to y",onsite-verified,".mpg,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to flv,convert,"x to y, convert x to y",onsite-unverified,".mpg,.flv",,,,,
mpg to gif,convert,"x to y, convert x to y",onsite-unverified,".mpg,.gif",,,,,
mpg to hevc,convert,"x to y, convert x to y",onsite-unverified,".mpg,.hevc",,,,,
mpg to m2ts,convert,"x to y, convert x to y",onsite-unverified,".mpg,.m2ts",,,,,
mpg to m4a,convert,"x to y, convert x to y",onsite-verified,".mpg,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to m4r,convert,"x to y, convert x to y",onsite-verified,".mpg,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to m4v,convert,"x to y, convert x to y",onsite-unverified,".mpg,.m4v",,,,,
mpg to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mjpeg",,,,,
mpg to mkv,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mkv",,,,,
mpg to mov,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mov",,,,,
mpg to mp2,convert,"x to y, convert x to y",onsite-verified,".mpg,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to mp3,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mp3",,,,,
mpg to mp4,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mp4",,,,,
mpg to mpeg,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mpeg",,,,,
mpg to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mpeg2",,,,,
mpg to mts,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mts",,,,,
mpg to mxf,convert,"x to y, convert x to y",onsite-unverified,".mpg,.mxf",,,,,
mpg to oga,convert,"x to y, convert x to y",onsite-verified,".mpg,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to ogg,convert,"x to y, convert x to y",onsite-verified,".mpg,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to opus,convert,"x to y, convert x to y",onsite-verified,".mpg,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to rm,convert,"x to y, convert x to y",onsite-unverified,".mpg,.rm",,,,,
mpg to rmvb,convert,"x to y, convert x to y",onsite-unverified,".mpg,.rmvb",,,,,
mpg to ts,convert,"x to y, convert x to y",onsite-unverified,".mpg,.ts",,,,,
mpg to vob,convert,"x to y, convert x to y",onsite-unverified,".mpg,.vob",,,,,
mpg to wav,convert,"x to y, convert x to y",onsite-verified,".mpg,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to webm,convert,"x to y, convert x to y",onsite-unverified,".mpg,.webm",,,,,
mpg to wma,convert,"x to y, convert x to y",onsite-verified,".mpg,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mpg to wmv,convert,"x to y, convert x to y",onsite-unverified,".mpg,.wmv",,,,,
mpv to mp4,convert,"x to y, convert x to y",onsite-verified,".mpv,.mp4",,,,,
mts to 3gp,convert,"x to y, convert x to y",onsite-unverified,".mts,.3gp",,,,,
mts to aac,convert,"x to y, convert x to y",onsite-verified,".mts,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to aiff,convert,"x to y, convert x to y",onsite-verified,".mts,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to alac,convert,"x to y, convert x to y",onsite-verified,".mts,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to amr,convert,"x to y, convert x to y",onsite-verified,".mts,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to asf,convert,"x to y, convert x to y",onsite-unverified,".mts,.asf",,,,,
mts to au,convert,"x to y, convert x to y",onsite-verified,".mts,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to av1,convert,"x to y, convert x to y",onsite-unverified,".mts,.av1",,,,,
mts to avchd,convert,"x to y, convert x to y",onsite-unverified,".mts,.avchd",,,,,
mts to avi,convert,"x to y, convert x to y",onsite-unverified,".mts,.avi",,,,,
mts to caf,convert,"x to y, convert x to y",onsite-verified,".mts,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to cdda,convert,"x to y, convert x to y",onsite-verified,".mts,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to divx,convert,"x to y, convert x to y",onsite-unverified,".mts,.divx",,,,,
mts to f4v,convert,"x to y, convert x to y",onsite-unverified,".mts,.f4v",,,,,
mts to flac,convert,"x to y, convert x to y",onsite-verified,".mts,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to flv,convert,"x to y, convert x to y",onsite-unverified,".mts,.flv",,,,,
mts to gif,convert,"x to y, convert x to y",onsite-unverified,".mts,.gif",,,,,
mts to hevc,convert,"x to y, convert x to y",onsite-unverified,".mts,.hevc",,,,,
mts to m2ts,convert,"x to y, convert x to y",onsite-unverified,".mts,.m2ts",,,,,
mts to m4a,convert,"x to y, convert x to y",onsite-verified,".mts,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to m4r,convert,"x to y, convert x to y",onsite-verified,".mts,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to m4v,convert,"x to y, convert x to y",onsite-unverified,".mts,.m4v",,,,,
mts to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".mts,.mjpeg",,,,,
mts to mkv,convert,"x to y, convert x to y",onsite-unverified,".mts,.mkv",,,,,
mts to mov,convert,"x to y, convert x to y",onsite-unverified,".mts,.mov",,,,,
mts to mp2,convert,"x to y, convert x to y",onsite-verified,".mts,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to mp3,convert,"x to y, convert x to y",onsite-verified,".mts,.mp3",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to mp4,convert,"x to y, convert x to y",onsite-unverified,".mts,.mp4",,,,,
mts to mpeg,convert,"x to y, convert x to y",onsite-unverified,".mts,.mpeg",,,,,
mts to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".mts,.mpeg2",,,,,
mts to mpg,convert,"x to y, convert x to y",onsite-unverified,".mts,.mpg",,,,,
mts to mxf,convert,"x to y, convert x to y",onsite-unverified,".mts,.mxf",,,,,
mts to oga,convert,"x to y, convert x to y",onsite-verified,".mts,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to ogg,convert,"x to y, convert x to y",onsite-verified,".mts,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to opus,convert,"x to y, convert x to y",onsite-verified,".mts,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to rm,convert,"x to y, convert x to y",onsite-unverified,".mts,.rm",,,,,
mts to rmvb,convert,"x to y, convert x to y",onsite-unverified,".mts,.rmvb",,,,,
mts to ts,convert,"x to y, convert x to y",onsite-unverified,".mts,.ts",,,,,
mts to vob,convert,"x to y, convert x to y",onsite-unverified,".mts,.vob",,,,,
mts to wav,convert,"x to y, convert x to y",onsite-verified,".mts,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mts to webm,convert,"x to y, convert x to y",onsite-unverified,".mts,.webm",,,,,
mts to wma,convert,"x to y, convert x to y",onsite-verified,".mts,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to 3gp,convert,"x to y, convert x to y",onsite-unverified,".mxf,.3gp",,,,,
mxf to aac,convert,"x to y, convert x to y",onsite-verified,".mxf,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to aiff,convert,"x to y, convert x to y",onsite-verified,".mxf,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to alac,convert,"x to y, convert x to y",onsite-verified,".mxf,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to amr,convert,"x to y, convert x to y",onsite-verified,".mxf,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to asf,convert,"x to y, convert x to y",onsite-unverified,".mxf,.asf",,,,,
mxf to au,convert,"x to y, convert x to y",onsite-verified,".mxf,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to av1,convert,"x to y, convert x to y",onsite-unverified,".mxf,.av1",,,,,
mxf to avchd,convert,"x to y, convert x to y",onsite-unverified,".mxf,.avchd",,,,,
mxf to avi,convert,"x to y, convert x to y",onsite-unverified,".mxf,.avi",,,,,
mxf to caf,convert,"x to y, convert x to y",onsite-verified,".mxf,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to cdda,convert,"x to y, convert x to y",onsite-verified,".mxf,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to divx,convert,"x to y, convert x to y",onsite-unverified,".mxf,.divx",,,,,
mxf to f4v,convert,"x to y, convert x to y",onsite-unverified,".mxf,.f4v",,,,,
mxf to flac,convert,"x to y, convert x to y",onsite-verified,".mxf,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to flv,convert,"x to y, convert x to y",onsite-unverified,".mxf,.flv",,,,,
mxf to gif,convert,"x to y, convert x to y",onsite-unverified,".mxf,.gif",,,,,
mxf to hevc,convert,"x to y, convert x to y",onsite-unverified,".mxf,.hevc",,,,,
mxf to m2ts,convert,"x to y, convert x to y",onsite-unverified,".mxf,.m2ts",,,,,
mxf to m4a,convert,"x to y, convert x to y",onsite-verified,".mxf,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to m4r,convert,"x to y, convert x to y",onsite-verified,".mxf,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to m4v,convert,"x to y, convert x to y",onsite-unverified,".mxf,.m4v",,,,,
mxf to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mjpeg",,,,,
mxf to mkv,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mkv",,,,,
mxf to mov,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mov",,,,,
mxf to mp2,convert,"x to y, convert x to y",onsite-verified,".mxf,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to mp3,convert,"x to y, convert x to y",onsite-verified,".mxf,.mp3",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to mp4,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mp4",,,,,
mxf to mpeg,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mpeg",,,,,
mxf to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mpeg2",,,,,
mxf to mpg,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mpg",,,,,
mxf to mts,convert,"x to y, convert x to y",onsite-unverified,".mxf,.mts",,,,,
mxf to oga,convert,"x to y, convert x to y",onsite-verified,".mxf,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to ogg,convert,"x to y, convert x to y",onsite-verified,".mxf,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to opus,convert,"x to y, convert x to y",onsite-verified,".mxf,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to rm,convert,"x to y, convert x to y",onsite-unverified,".mxf,.rm",,,,,
mxf to rmvb,convert,"x to y, convert x to y",onsite-unverified,".mxf,.rmvb",,,,,
mxf to ts,convert,"x to y, convert x to y",onsite-unverified,".mxf,.ts",,,,,
mxf to vob,convert,"x to y, convert x to y",onsite-unverified,".mxf,.vob",,,,,
mxf to wav,convert,"x to y, convert x to y",onsite-verified,".mxf,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mxf to webm,convert,"x to y, convert x to y",onsite-unverified,".mxf,.webm",,,,,
mxf to wma,convert,"x to y, convert x to y",onsite-verified,".mxf,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
oga to aac,convert,"x to y, convert x to y",onsite-unverified,".oga,.aac",,,,,
oga to aiff,convert,"x to y, convert x to y",onsite-unverified,".oga,.aiff",,,,,
oga to alac,convert,"x to y, convert x to y",onsite-unverified,".oga,.alac",,,,,
oga to amr,convert,"x to y, convert x to y",onsite-unverified,".oga,.amr",,,,,
oga to au,convert,"x to y, convert x to y",onsite-unverified,".oga,.au",,,,,
oga to caf,convert,"x to y, convert x to y",onsite-unverified,".oga,.caf",,,,,
oga to cdda,convert,"x to y, convert x to y",onsite-unverified,".oga,.cdda",,,,,
oga to flac,convert,"x to y, convert x to y",onsite-unverified,".oga,.flac",,,,,
oga to m4a,convert,"x to y, convert x to y",onsite-unverified,".oga,.m4a",,,,,
oga to m4r,convert,"x to y, convert x to y",onsite-unverified,".oga,.m4r",,,,,
oga to mp2,convert,"x to y, convert x to y",onsite-unverified,".oga,.mp2",,,,,
oga to mp3,convert,"x to y, convert x to y",onsite-unverified,".oga,.mp3",,,,,
oga to ogg,convert,"x to y, convert x to y",onsite-unverified,".oga,.ogg",,,,,
oga to opus,convert,"x to y, convert x to y",onsite-unverified,".oga,.opus",,,,,
oga to wav,convert,"x to y, convert x to y",onsite-unverified,".oga,.wav",,,,,
oga to wma,convert,"x to y, convert x to y",onsite-unverified,".oga,.wma",,,,,
ogg to aac,convert,"x to y, convert x to y",onsite-unverified,".ogg,.aac",,,,,
ogg to aiff,convert,"x to y, convert x to y",onsite-unverified,".ogg,.aiff",,,,,
ogg to alac,convert,"x to y, convert x to y",onsite-unverified,".ogg,.alac",,,,,
ogg to amr,convert,"x to y, convert x to y",onsite-unverified,".ogg,.amr",,,,,
ogg to au,convert,"x to y, convert x to y",onsite-unverified,".ogg,.au",,,,,
ogg to caf,convert,"x to y, convert x to y",onsite-unverified,".ogg,.caf",,,,,
ogg to cdda,convert,"x to y, convert x to y",onsite-unverified,".ogg,.cdda",,,,,
ogg to flac,convert,"x to y, convert x to y",onsite-unverified,".ogg,.flac",,,,,
ogg to m4a,convert,"x to y, convert x to y",onsite-unverified,".ogg,.m4a",,,,,
ogg to m4r,convert,"x to y, convert x to y",onsite-unverified,".ogg,.m4r",,,,,
ogg to mp2,convert,"x to y, convert x to y",onsite-unverified,".ogg,.mp2",,,,,
ogg to mp3,convert,"x to y, convert x to y",onsite-unverified,".ogg,.mp3",,,,,
ogg to oga,convert,"x to y, convert x to y",onsite-unverified,".ogg,.oga",,,,,
ogg to opus,convert,"x to y, convert x to y",onsite-unverified,".ogg,.opus",,,,,
ogg to wav,convert,"x to y, convert x to y",onsite-unverified,".ogg,.wav",,,,,
ogg to wma,convert,"x to y, convert x to y",onsite-unverified,".ogg,.wma",,,,,
ogv to 3gp,convert,"x to y, convert x to y",onsite-unverified,".ogv,.3gp",,,,,
ogv to aac,convert,"x to y, convert x to y",onsite-verified,".ogv,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to aiff,convert,"x to y, convert x to y",onsite-verified,".ogv,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to alac,convert,"x to y, convert x to y",onsite-verified,".ogv,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to amr,convert,"x to y, convert x to y",onsite-verified,".ogv,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to asf,convert,"x to y, convert x to y",onsite-unverified,".ogv,.asf",,,,,
ogv to au,convert,"x to y, convert x to y",onsite-verified,".ogv,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to av1,convert,"x to y, convert x to y",onsite-unverified,".ogv,.av1",,,,,
ogv to avchd,convert,"x to y, convert x to y",onsite-unverified,".ogv,.avchd",,,,,
ogv to avi,convert,"x to y, convert x to y",onsite-unverified,".ogv,.avi",,,,,
ogv to caf,convert,"x to y, convert x to y",onsite-verified,".ogv,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to cdda,convert,"x to y, convert x to y",onsite-verified,".ogv,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to divx,convert,"x to y, convert x to y",onsite-unverified,".ogv,.divx",,,,,
ogv to f4v,convert,"x to y, convert x to y",onsite-unverified,".ogv,.f4v",,,,,
ogv to flac,convert,"x to y, convert x to y",onsite-verified,".ogv,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to flv,convert,"x to y, convert x to y",onsite-unverified,".ogv,.flv",,,,,
ogv to gif,convert,"x to y, convert x to y",onsite-unverified,".ogv,.gif",,,,,
ogv to hevc,convert,"x to y, convert x to y",onsite-unverified,".ogv,.hevc",,,,,
ogv to m2ts,convert,"x to y, convert x to y",onsite-unverified,".ogv,.m2ts",,,,,
ogv to m4a,convert,"x to y, convert x to y",onsite-verified,".ogv,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to m4r,convert,"x to y, convert x to y",onsite-verified,".ogv,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to m4v,convert,"x to y, convert x to y",onsite-unverified,".ogv,.m4v",,,,,
ogv to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mjpeg",,,,,
ogv to mkv,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mkv",,,,,
ogv to mov,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mov",,,,,
ogv to mp2,convert,"x to y, convert x to y",onsite-verified,".ogv,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to mp3,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mp3",,,,,
ogv to mp4,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mp4",,,,,
ogv to mpeg,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mpeg",,,,,
ogv to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mpeg2",,,,,
ogv to mpg,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mpg",,,,,
ogv to mts,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mts",,,,,
ogv to mxf,convert,"x to y, convert x to y",onsite-unverified,".ogv,.mxf",,,,,
ogv to oga,convert,"x to y, convert x to y",onsite-verified,".ogv,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to ogg,convert,"x to y, convert x to y",onsite-verified,".ogv,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to opus,convert,"x to y, convert x to y",onsite-verified,".ogv,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to rm,convert,"x to y, convert x to y",onsite-unverified,".ogv,.rm",,,,,
ogv to rmvb,convert,"x to y, convert x to y",onsite-unverified,".ogv,.rmvb",,,,,
ogv to ts,convert,"x to y, convert x to y",onsite-unverified,".ogv,.ts",,,,,
ogv to vob,convert,"x to y, convert x to y",onsite-unverified,".ogv,.vob",,,,,
ogv to wav,convert,"x to y, convert x to y",onsite-verified,".ogv,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ogv to webm,convert,"x to y, convert x to y",onsite-unverified,".ogv,.webm",,,,,
ogv to wma,convert,"x to y, convert x to y",onsite-verified,".ogv,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
opus to aac,convert,"x to y, convert x to y",onsite-unverified,".opus,.aac",,,,,
opus to aiff,convert,"x to y, convert x to y",onsite-unverified,".opus,.aiff",,,,,
opus to alac,convert,"x to y, convert x to y",onsite-unverified,".opus,.alac",,,,,
opus to amr,convert,"x to y, convert x to y",onsite-unverified,".opus,.amr",,,,,
opus to au,convert,"x to y, convert x to y",onsite-unverified,".opus,.au",,,,,
opus to caf,convert,"x to y, convert x to y",onsite-unverified,".opus,.caf",,,,,
opus to cdda,convert,"x to y, convert x to y",onsite-unverified,".opus,.cdda",,,,,
opus to flac,convert,"x to y, convert x to y",onsite-unverified,".opus,.flac",,,,,
opus to m4a,convert,"x to y, convert x to y",onsite-unverified,".opus,.m4a",,,,,
opus to m4r,convert,"x to y, convert x to y",onsite-unverified,".opus,.m4r",,,,,
opus to mp2,convert,"x to y, convert x to y",onsite-unverified,".opus,.mp2",,,,,
opus to mp3,convert,"x to y, convert x to y",onsite-unverified,".opus,.mp3",,,,,
opus to oga,convert,"x to y, convert x to y",onsite-unverified,".opus,.oga",,,,,
opus to ogg,convert,"x to y, convert x to y",onsite-unverified,".opus,.ogg",,,,,
opus to wav,convert,"x to y, convert x to y",onsite-unverified,".opus,.wav",,,,,
opus to wma,convert,"x to y, convert x to y",onsite-unverified,".opus,.wma",,,,,
pdf to jpg,convert,"x to y, convert x to y",onsite-unverified,,,,,,
pdf to png,convert,"x to y, convert x to y",onsite-unverified,,,,,,
png optimizer,compress,"compress x, optimize x",onsite-unverified,".png,.png",,,,,
png to avif,convert,"x to y, convert x to y",onsite-verified,".png,.avif",,,,canvas-only,none (browser canvas)
png to bmp,convert,png-to-bmp,onsite-verified,".png,.bmp",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
png to cur,convert,png-to-cur,onsite-verified,".png,.cur",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
png to dds,convert,png-to-dds,onsite-verified,".png,.dds",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
